,title,published,tags,comments,likes,dislikes,favourites,views,guest_name,quote,tokens,2_gram,3_gram,page_name,wiki2016,wiki2017,wiki2018,wiki2016_sr,wiki2017_sr,wiki2018_sr,gender,year,month,month_from_start,week_day,Music,Politics,Sport,Performer,Scientist,Critic,Writer,Journalist,Photographer,Police/Military,Artist,Profession
10,"INTERVJU: Miroljub Petrović - U svetu vlada kolektivno ludilo, uništava se porodica! (24.02.2018)",2/24/2018,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Miroljub Petrović', 'Miroljub Petrovic', 'Мирољуб Петровић', 'Ko vlada Srbijom', 'Ko vlada Svetom', 'Miroljub Petrovic Svet je na ivici novog rata', 'Miroljub Petrovic intervju', 'Miroljub Petrovic najnovije', 'Miroljub Petrovic Balkan INFO', 'Ides pod mac bato', 'Miroljub Petrovic 2018']",370,2368,892,0,169175,Miroljub Petrović,"U svetu vlada kolektivno ludilo, uništava se porodica!","['u', 'svetu', 'vlada', 'kolektivno', 'ludilo', 'uništava', 'se', 'porodica']","['u svetu', 'svetu vlada', 'vlada kolektivno', 'kolektivno ludilo', 'ludilo uništava', 'uništava se', 'se porodica']","['u svetu vlada', 'svetu vlada kolektivno', 'vlada kolektivno ludilo', 'kolektivno ludilo uništava', 'ludilo uništava se', 'uništava se porodica']",Miroljub_Petrović,-1,-1,-1,135,195,28,1,2018,2,33,Saturday,0,0,0,0,1,1,0,0,0,0,0,Scientist
11,"INTERVJU: Duda Ivković - U Srbiji vlada strah, Vučić je čovek koji donosi sve odluke! (23.02.2018)",2/23/2018,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Dušan Duda Ivković', 'Dušan Ivković', 'Duda Ivković', 'Duda Ivkovic', 'Dusan Ivkovic', 'Душан Дуда Ивковић', 'Душан Ивковић', 'Дуда Ивковић']",183,513,135,0,45545,Duda Ivković,"U Srbiji vlada strah, Vučić je čovek koji donosi sve odluke!","['u', 'srbiji', 'vlada', 'strah', 'vučić', 'je', 'čovek', 'koji', 'donosi', 'sve', 'odluke']","['u srbiji', 'srbiji vlada', 'vlada strah', 'strah vučić', 'vučić je', 'je čovek', 'čovek koji', 'koji donosi', 'donosi sve', 'sve odluke']","['u srbiji vlada', 'srbiji vlada strah', 'vlada strah vučić', 'strah vučić je', 'vučić je čovek', 'je čovek koji', 'čovek koji donosi', 'koji donosi sve', 'donosi sve odluke']",Duda_Ivković,325,195,43,-1,-1,-1,1,2018,2,33,Friday,0,0,1,0,0,0,0,0,0,0,0,Sport
12,INTERVJU: Todor Jovanović - Fluor je veoma opasan i svakog dana izaziva mnoge bolesti! (22.02.2018),2/22/2018,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Todor Jovanovic', 'Todor Jovanović', 'Тодор Јовановић', 'Todor Jovanovic Todoxin', 'Todor Jovanovic lekar', 'Todor Jovanovic Vakcine', 'Todor Jovanovic Intervju', 'Todor Jovanovic Najnovije', 'Todor Jovanovic BALKAN INFO', 'Todor Jovanovic 2018']",95,222,52,0,18305,Todor Jovanović,Fluor je veoma opasan i svakog dana izaziva mnoge bolesti!,"['fluor', 'je', 'veoma', 'opasan', 'i', 'svakog', 'dana', 'izaziva', 'mnoge', 'bolesti']","['fluor je', 'je veoma', 'veoma opasan', 'opasan i', 'i svakog', 'svakog dana', 'dana izaziva', 'izaziva mnoge', 'mnoge bolesti']","['fluor je veoma', 'je veoma opasan', 'veoma opasan i', 'opasan i svakog', 'i svakog dana', 'svakog dana izaziva', 'dana izaziva mnoge', 'izaziva mnoge bolesti']",Todor_Jovanović,1,-1,-1,-1,-1,-1,1,2018,2,33,Thursday,0,0,0,0,1,0,0,0,0,0,0,Scientist
13,INTERVJU: Feđa Dimović - Svi političari u regionu su deo iste kriminalne hobotnice! (21.02.2018),2/21/2018,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Feđa Dimović', 'Beogradski sindikat', 'Beogradski Sindikat', 'Beogradski sindikat Sistem te laze', 'Beogradski sindikat Kasno je', 'Beogradski sindikat Balada disidenta', 'Београдски синдикат', 'Beogradski Sindikat Alal vera', 'Beogradski sindikat Welcome to Srbija', 'Beogradski sindikat Poroci Beograda', 'Fedja Dimovic', 'Феђа Димовић']",247,759,52,0,47407,Feđa Dimović,Svi političari u regionu su deo iste kriminalne hobotnice!,"['svi', 'političari', 'u', 'regionu', 'su', 'deo', 'iste', 'kriminalne', 'hobotnice']","['svi političari', 'političari u', 'u regionu', 'regionu su', 'su deo', 'deo iste', 'iste kriminalne', 'kriminalne hobotnice']","['svi političari u', 'političari u regionu', 'u regionu su', 'regionu su deo', 'su deo iste', 'deo iste kriminalne', 'iste kriminalne hobotnice']",Feđa_Dimović,-1,-1,-1,-1,-1,-1,1,2018,2,33,Wednesday,1,0,0,1,0,0,0,0,0,0,0,Music
14,INTERVJU: Marko Vidojković - Srbijom danas vlada tiranija i sve brže srljamo u propast! (20.02.2018),2/20/2018,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Marko Vidojković', 'Marko Vidojkovic', 'Марко Видојковић', 'Marko Vidojkovic Licni Stav', 'Vucic je peder', 'Marko Vidojkovic Balkan INFO', 'Marko Vidojkovic najnovije', 'Marko Vidojkovic Pink', 'Marko Vidojkovic Prva', 'Marko Vidojkovic intervju', '390 stepeni', '390 stepeni Marka Vidojkovica']",112,816,217,0,69488,Marko Vidojković,Srbijom danas vlada tiranija i sve brže srljamo u propast!,"['srbijom', 'danas', 'vlada', 'tiranija', 'i', 'sve', 'brže', 'srljamo', 'u', 'propast']","['srbijom danas', 'danas vlada', 'vlada tiranija', 'tiranija i', 'i sve', 'sve brže', 'brže srljamo', 'srljamo u', 'u propast']","['srbijom danas vlada', 'danas vlada tiranija', 'vlada tiranija i', 'tiranija i sve', 'i sve brže', 'sve brže srljamo', 'brže srljamo u', 'srljamo u propast']",Marko_Vidojković,4525,4330,1286,-1,-1,-1,1,2018,2,33,Tuesday,0,0,0,0,0,0,1,1,0,0,0,Writer
15,"INTERVJU: Duško Vujošević - Oterali su me iz KK Partizan, zato što sam smetao Vučiću! (19.02.2018)",2/19/2018,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Duško Vujošević', 'KK Partizan', 'Dusko Vujosevic', 'Душко Вујошевић', 'КК Партизан', 'Dule Vujosevic']",545,2006,318,0,130871,Duško Vujošević,"Oterali su me iz KK Partizan, zato što sam smetao Vučiću!","['oterali', 'su', 'me', 'iz', 'kk', 'partizan', 'zato', 'što', 'sam', 'smetao', 'vučiću']","['oterali su', 'su me', 'me iz', 'iz kk', 'kk partizan', 'partizan zato', 'zato što', 'što sam', 'sam smetao', 'smetao vučiću']","['oterali su me', 'su me iz', 'me iz kk', 'iz kk partizan', 'kk partizan zato', 'partizan zato što', 'zato što sam', 'što sam smetao', 'sam smetao vučiću']",Duško_Vujošević,24618,25756,4710,-1,-1,-1,1,2018,2,33,Monday,0,0,1,0,0,0,0,0,0,0,0,Sport
16,INTERVJU: Saša Janković - Vučić je umislio da jedan čovek može da bude država! (18.02.2018),2/18/2018,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Saša Janković', 'Pokret slobodnih građana', 'Sasa Jankovic', 'Pokret slobodnih gradjana', 'Саша Јанковић', 'Покрет слободних грађана']",394,271,865,0,29698,Saša Janković,Vučić je umislio da jedan čovek može da bude država!,"['vučić', 'je', 'umislio', 'da', 'jedan', 'čovek', 'može', 'da', 'bude', 'država']","['vučić je', 'je umislio', 'umislio da', 'da jedan', 'jedan čovek', 'čovek može', 'može da', 'da bude', 'bude država']","['vučić je umislio', 'je umislio da', 'umislio da jedan', 'da jedan čovek', 'jedan čovek može', 'čovek može da', 'može da bude', 'da bude država']",Saša_Janković,873,47420,2912,1,11,-1,1,2018,2,33,Sunday,0,1,0,0,0,0,0,0,0,0,0,Polititian
17,INTERVJU: Radovan Damjanović - Naše istorijsko blago se nemilosrdno pljačka i otima! (17.02.2018),2/17/2018,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Radovan Damjanović', 'Радован Дамјановић', 'Radovan Damjanovic', 'Radovan Damjanovic Istoricar', 'Radovan Damjanovic Intervju', 'Radovan Damjanovic Najnovije', 'Radovan Damjanovic Ljudovanje', 'Radovan Damjanovic Fond Strateske Kulture', 'Radovan Damjanovic Srpski jezik', 'Radovan Damjanovic Srpska istorija', 'lažna istorija']",515,1381,66,0,68947,Radovan Damjanović,Naše istorijsko blago se nemilosrdno pljačka i otima!,"['naše', 'istorijsko', 'blago', 'se', 'nemilosrdno', 'pljačka', 'i', 'otima']","['naše istorijsko', 'istorijsko blago', 'blago se', 'se nemilosrdno', 'nemilosrdno pljačka', 'pljačka i', 'i otima']","['naše istorijsko blago', 'istorijsko blago se', 'blago se nemilosrdno', 'se nemilosrdno pljačka', 'nemilosrdno pljačka i', 'pljačka i otima']",Radovan_Damjanović,-1,-1,-1,-1,-1,-1,1,2018,2,33,Saturday,0,0,0,0,1,0,1,0,0,0,0,Scientist
18,INTERVJU: Radomir Pavićević Grof - Država i tajne službe su oduvek kontrolisali mafiju! (16.02.2018),2/16/2018,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Radomir Pavićević Grof', 'Radomir Pavicevic Grof']",314,266,145,0,55378,Radomir Pavićević Grof,Država i tajne službe su oduvek kontrolisali mafiju!,"['država', 'i', 'tajne', 'službe', 'su', 'oduvek', 'kontrolisali', 'mafiju']","['država i', 'i tajne', 'tajne službe', 'službe su', 'su oduvek', 'oduvek kontrolisali', 'kontrolisali mafiju']","['država i tajne', 'i tajne službe', 'tajne službe su', 'službe su oduvek', 'su oduvek kontrolisali', 'oduvek kontrolisali mafiju']",Radomir_Pavićević_Grof,-1,-1,-1,-1,-1,-1,1,2018,2,33,Friday,0,0,0,0,0,0,0,0,0,1,0,Police/Military
19,INTERVJU: Velimir Abramović - Teslino tajno oružje nalazi se u rukama vladara iz senke! (15.02.2018),2/15/2018,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Велимир Абрамовић', 'Velimir Abramovic', 'Velimir Abramović', 'Velimir Abramović Nikola Tesla', 'Nikola Tesla', 'Teslino oruzje', 'Teslino oružje', 'Velimir Abramovic Teslino oruzje', 'Velimir Abramovic Intervju', 'Velimir Abramovic najnovije', 'Velimir Abramovic BALKAN INFO', 'Velimir Abramovic 2018']",527,683,243,0,80700,Velimir Abramović,Teslino tajno oružje nalazi se u rukama vladara iz senke!,"['teslino', 'tajno', 'oružje', 'nalazi', 'se', 'u', 'rukama', 'vladara', 'iz', 'senke']","['teslino tajno', 'tajno oružje', 'oružje nalazi', 'nalazi se', 'se u', 'u rukama', 'rukama vladara', 'vladara iz', 'iz senke']","['teslino tajno oružje', 'tajno oružje nalazi', 'oružje nalazi se', 'nalazi se u', 'se u rukama', 'u rukama vladara', 'rukama vladara iz', 'vladara iz senke']",Velimir_Abramović,-1,-1,-1,-1,-1,288,1,2018,2,33,Thursday,0,0,0,0,1,1,0,0,0,0,0,Scientist
20,INTERVJU: Boško Obradović - Politička mafija vlada i uništava Srbiju već decenijama! (14.02.2018),2/14/2018,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Boško Obradović', 'Бошко Обрадовић', 'Bosko Obradovic', 'Srpski pokret Dveri', 'Bosko DVERI', 'Bosko Obradovic Intervju', 'Bosko Obradovic najnovije', 'Bosko Obradovic 2018', 'Bosko Obradovic Republika Srpska', 'Bosko Obradovic referendum', 'Bosko Obradovic Cilj moje politike']",485,1231,205,0,60358,Boško Obradović,Politička mafija vlada i uništava Srbiju već decenijama!,"['politička', 'mafija', 'vlada', 'i', 'uništava', 'srbiju', 'već', 'decenijama']","['politička mafija', 'mafija vlada', 'vlada i', 'i uništava', 'uništava srbiju', 'srbiju već', 'već decenijama']","['politička mafija vlada', 'mafija vlada i', 'vlada i uništava', 'i uništava srbiju', 'uništava srbiju već', 'srbiju već decenijama']",Boško_Obradović,6430,14549,3146,2,2,-1,1,2018,2,33,Wednesday,0,1,0,0,0,0,0,0,0,0,0,Politics
21,"INTERVJU: Mihajlo Ulemek - Služba je ubila Arkana, jer je postao pretnja Miloševiću! (13.02.2018)",2/13/2018,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Mihajlo Ulemek', 'Arkan', 'Legija', 'Ceca', 'Михајло Улемек', 'Аркан', 'Легија', 'Цеца']",429,1530,253,0,179160,Mihajlo Ulemek,"Služba je ubila Arkana, jer je postao pretnja Miloševiću!","['služba', 'je', 'ubila', 'arkana', 'jer', 'je', 'postao', 'pretnja', 'miloševiću']","['služba je', 'je ubila', 'ubila arkana', 'arkana jer', 'jer je', 'je postao', 'postao pretnja', 'pretnja miloševiću']","['služba je ubila', 'je ubila arkana', 'ubila arkana jer', 'arkana jer je', 'jer je postao', 'je postao pretnja', 'postao pretnja miloševiću']",Mihajlo_Ulemek,-1,-1,-1,-1,-1,-1,1,2018,2,33,Tuesday,0,0,0,0,0,0,0,0,0,1,0,Police/Military
22,INTERVJU: Nenad Čanak - Rusija koristi Srbiju samo kao žeton u velikoj partiji pokera! (12.02.2018),2/12/2018,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Nenad Čanak', 'Liga socijaldemokrata Vojvodine', 'Nenad Canak', 'Ненад Чанак', 'Лига социјалдемократа Војводине']",232,235,1534,0,31172,Nenad Čanak,Rusija koristi Srbiju samo kao žeton u velikoj partiji pokera!,"['rusija', 'koristi', 'srbiju', 'samo', 'kao', 'žeton', 'u', 'velikoj', 'partiji', 'pokera']","['rusija koristi', 'koristi srbiju', 'srbiju samo', 'samo kao', 'kao žeton', 'žeton u', 'u velikoj', 'velikoj partiji', 'partiji pokera']","['rusija koristi srbiju', 'koristi srbiju samo', 'srbiju samo kao', 'samo kao žeton', 'kao žeton u', 'žeton u velikoj', 'u velikoj partiji', 'velikoj partiji pokera']",Nenad_Čanak,6690,9517,1947,-1,-1,-1,1,2018,2,33,Monday,0,1,1,0,0,0,0,0,0,0,0,Politics
